makine_turu,calisma_saati,genel_bakim_periyodu_saat,sicaklik_durumu,titresim_hissi,yag_seviyesi,genel_durum,sizinti_durumu,kablo_hasar_durumu,hidrolik_yag_durumu,rezistans_kokusu,bor_yag_rengi,spindle_titresim,alt_su_tahliye,mercek_temizligi,kaynak_torcu,kablo_sarmali,isik_bariyeri,sizma_kontrolu,termal_gozlem,sogutma_suyu,teflon_kontrolu,fotosel_algilama,Hedef_Ariza_Tipi,Hedef_Gercek_Yipranma
Kalite Kontrol,1749,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.15
Otomasyon ve Robotik,3620,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.33
Otomasyon ve Robotik,674,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.48
Talaşlı İmalat,4255,4000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,7061,8000,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Kalite Kontrol,3558,4000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.31
Plastik ve Enjeksiyon,3933,4000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.32
Yardımcı Tesis,2128,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.56
Sac ve Şekillendirme,924,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.1
Yardımcı Tesis,140,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.8
Talaşlı İmalat,2586,6000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Yok,43.1
Otomasyon ve Robotik,87,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.45
Yardımcı Tesis,386,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.65
Paketleme ve Lojistik,3974,6000,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,66.23
Sac ve Şekillendirme,1755,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.25
Kalite Kontrol,7952,8000,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Sac ve Şekillendirme,1229,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.58
Yardımcı Tesis,4296,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,53.7
Döküm ve Isıl İşlem,5367,5000,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,1060,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.5
Plastik ve Enjeksiyon,4965,5000,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,1334,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.35
Talaşlı İmalat,2177,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.43
Yardımcı Tesis,145,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.81
Plastik ve Enjeksiyon,2329,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.82
Kalite Kontrol,1867,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,46.67
Talaşlı İmalat,1247,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.59
Otomasyon ve Robotik,1044,5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.88
Otomasyon ve Robotik,1513,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.82
Plastik ve Enjeksiyon,1693,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.83
Kalite Kontrol,1496,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.4
Plastik ve Enjeksiyon,3628,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.52
Yardımcı Tesis,1591,5000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.82
Döküm ve Isıl İşlem,2169,5000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.38
Döküm ve Isıl İşlem,2440,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.8
Otomasyon ve Robotik,5009,5000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,1628,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.56
Yardımcı Tesis,1400,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.5
Otomasyon ve Robotik,3795,5000,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,5517,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,68.96
Talaşlı İmalat,3123,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,82.41
Kalite Kontrol,569,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.38
Döküm ve Isıl İşlem,1149,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,22.18
Otomasyon ve Robotik,1886,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.43
Sac ve Şekillendirme,3084,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.92
Plastik ve Enjeksiyon,1108,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.7
Kalite Kontrol,3597,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.68
Plastik ve Enjeksiyon,605,4000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.12
Otomasyon ve Robotik,1942,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.84
Talaşlı İmalat,926,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.52
Yardımcı Tesis,1267,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.67
Kalite Kontrol,4167,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,1721,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,43.03
Otomasyon ve Robotik,517,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.93
Paketleme ve Lojistik,1862,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,46.55
Sac ve Şekillendirme,2346,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.95
Kalite Kontrol,997,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.94
Kalite Kontrol,3036,6000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,69.32
Sac ve Şekillendirme,5594,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.73
Döküm ve Isıl İşlem,285,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,5.7
Yardımcı Tesis,4493,6000,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,91.33
Yardımcı Tesis,1067,5000,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,43.0
Kalite Kontrol,4922,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.44
Sac ve Şekillendirme,1552,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.04
Plastik ve Enjeksiyon,7271,8000,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Paketleme ve Lojistik,6391,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,1035,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.86
Yardımcı Tesis,6468,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.85
Sac ve Şekillendirme,1282,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.64
Yardımcı Tesis,53,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.06
Yardımcı Tesis,3029,4000,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Yok,75.72
Kalite Kontrol,4938,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.76
Otomasyon ve Robotik,2436,5000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,51.65
Döküm ve Isıl İşlem,4181,6000,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,PWF,100.0
Paketleme ve Lojistik,2828,5000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.16
Döküm ve Isıl İşlem,5525,8000,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Kalite Kontrol,3556,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.27
Yardımcı Tesis,2512,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.4
Döküm ve Isıl İşlem,1230,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.48
Döküm ve Isıl İşlem,1813,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,Yok,62.18
Kalite Kontrol,69,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.38
Otomasyon ve Robotik,3033,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.66
Plastik ve Enjeksiyon,1765,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.42
Paketleme ve Lojistik,91,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.82
Sac ve Şekillendirme,2970,4000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,3360,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.0
Plastik ve Enjeksiyon,4172,8000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,52.15
Yardımcı Tesis,6340,6000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,5145,5000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,133,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.22
Otomasyon ve Robotik,5966,6000,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Döküm ve Isıl İşlem,2729,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Yok,91.88
Sac ve Şekillendirme,4240,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,84.8
Talaşlı İmalat,2456,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.12
Talaşlı İmalat,4413,6000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yok,73.55
Paketleme ve Lojistik,4992,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,3168,4000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.94
Otomasyon ve Robotik,5463,6000,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,95.55
Yardımcı Tesis,3285,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,86.81
Talaşlı İmalat,5787,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.34
Kalite Kontrol,4489,8000,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,98.24
Plastik ve Enjeksiyon,2195,6000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.12
Otomasyon ve Robotik,1499,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.98
Paketleme ve Lojistik,3766,5000,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,5336,5000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Paketleme ve Lojistik,3174,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.48
Paketleme ve Lojistik,8232,8000,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Kalite Kontrol,4124,4000,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Kalite Kontrol,157,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.14
Paketleme ve Lojistik,4168,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,2730,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,68.25
Sac ve Şekillendirme,748,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.96
Sac ve Şekillendirme,317,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.92
Otomasyon ve Robotik,1012,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.87
Paketleme ve Lojistik,2259,8000,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,28.24
Kalite Kontrol,1485,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.13
Sac ve Şekillendirme,2948,6000,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Otomasyon ve Robotik,2199,8000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.49
Talaşlı İmalat,6247,6000,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Döküm ve Isıl İşlem,7306,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.33
Yardımcı Tesis,1432,6000,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,54.49
Döküm ve Isıl İşlem,4421,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Yok,55.26
Yardımcı Tesis,3984,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,66.4
Yardımcı Tesis,2505,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,41.75
Kalite Kontrol,3267,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.34
Plastik ve Enjeksiyon,1530,4000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,46.41
Yardımcı Tesis,504,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.6
Yardımcı Tesis,4073,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.88
Otomasyon ve Robotik,1617,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.95
Talaşlı İmalat,575,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.37
Otomasyon ve Robotik,4122,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.91
Paketleme ve Lojistik,7026,8000,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,91.45
Paketleme ve Lojistik,1412,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,28.24
Plastik ve Enjeksiyon,4845,5000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.9
Yardımcı Tesis,2580,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,51.6
Talaşlı İmalat,3016,4000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Yok,75.4
Plastik ve Enjeksiyon,4266,8000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,53.33
Döküm ve Isıl İşlem,2910,6000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,65.71
Plastik ve Enjeksiyon,2434,5000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.68
Talaşlı İmalat,3685,8000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yok,46.06
Sac ve Şekillendirme,3642,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.05
Döküm ve Isıl İşlem,753,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.82
Talaşlı İmalat,2043,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,51.08
Yardımcı Tesis,2895,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,36.19
Paketleme ve Lojistik,1148,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,22.96
Talaşlı İmalat,3695,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.38
Plastik ve Enjeksiyon,3949,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.72
Yardımcı Tesis,2597,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.46
Sac ve Şekillendirme,2627,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.67
Kalite Kontrol,6722,8000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,86.23
Kalite Kontrol,4619,8000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.74
Kalite Kontrol,2957,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,79.82
Paketleme ve Lojistik,965,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.12
Sac ve Şekillendirme,4909,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.18
Paketleme ve Lojistik,3931,6000,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,87.98
Sac ve Şekillendirme,3227,4000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.48
Plastik ve Enjeksiyon,4470,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.67
Döküm ve Isıl İşlem,415,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.38
Paketleme ve Lojistik,2183,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.57
Talaşlı İmalat,4634,8000,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OSF,57.93
Döküm ve Isıl İşlem,4262,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,76.9
Yardımcı Tesis,2145,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.9
Talaşlı İmalat,1346,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,22.43
Kalite Kontrol,6207,6000,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Sac ve Şekillendirme,4570,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.02
Otomasyon ve Robotik,5977,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,99.62
Plastik ve Enjeksiyon,2900,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.37
Yardımcı Tesis,3609,4000,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,95.85
Sac ve Şekillendirme,5361,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,1608,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.8
Otomasyon ve Robotik,1267,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.67
Paketleme ve Lojistik,3505,8000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.71
Kalite Kontrol,1015,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.3
Talaşlı İmalat,3400,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.5
Sac ve Şekillendirme,3886,4000,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,203,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.38
Sac ve Şekillendirme,4727,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.78
Kalite Kontrol,74,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.85
Paketleme ve Lojistik,5829,8000,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.37
Plastik ve Enjeksiyon,3935,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,82.29
Otomasyon ve Robotik,7110,8000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.88
Plastik ve Enjeksiyon,2100,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.25
Yardımcı Tesis,4161,4000,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OSF,100.0
Paketleme ve Lojistik,193,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.83
Kalite Kontrol,2429,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.72
Otomasyon ve Robotik,399,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.99
Yardımcı Tesis,7540,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.57
Paketleme ve Lojistik,6460,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.75
Plastik ve Enjeksiyon,3754,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,75.08
Döküm ve Isıl İşlem,4522,6000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,82.64
Paketleme ve Lojistik,703,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.57
Döküm ve Isıl İşlem,3529,4000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,90.82
Paketleme ve Lojistik,3321,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,41.51
Otomasyon ve Robotik,3392,6000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,58.59
Plastik ve Enjeksiyon,1010,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.83
Sac ve Şekillendirme,3270,4000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,87.25
Kalite Kontrol,3850,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.53
Plastik ve Enjeksiyon,2305,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,28.81
Talaşlı İmalat,4274,5000,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Yardımcı Tesis,3523,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.08
Yardımcı Tesis,1042,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.03
Plastik ve Enjeksiyon,1049,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.98
Plastik ve Enjeksiyon,2944,4000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.6
Yardımcı Tesis,4586,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.33
Paketleme ve Lojistik,3456,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.74
Yardımcı Tesis,1936,4000,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,63.72
Yardımcı Tesis,1493,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.72
